omega_rad_s,heading_deg,method,body,dof,load,Cd
1.6,0,far_field_global,0,5,0,0
1.6,0,far_field_global,0,6,-3.64570951692289e-05,-7.25383239456429e-11
1.6,45,near_field,1,1,23201.8205218696,0.461644342570819
1.6,45,near_field,1,2,23201.5201902614,0.461638366902329
1.6,45,near_field,1,3,54267.8389698573,1.07976185835783
1.6,45,near_field,1,4,26.9501911865506,5.36225305283521e-05
1.6,45,near_field,1,5,-26.9515841017509,-5.36253019980361e-05
1.6,45,near_field,1,6,-0.00134618987998366,-2.67850077339737e-09
1.6,45,far_field_global,0,1,-10057.7855398229,-0.200118770372925
1.6,45,far_field_global,0,2,-10057.7855399644,-0.20011877037574
1.6,45,far_field_global,0,3,0,0
1.6,45,far_field_global,0,4,0,0
1.6,45,far_field_global,0,5,0,0
1.6,45,far_field_global,0,6,-3.04512763783505e-06,-6.05886053246357e-12
1.6,90,near_field,1,1,-0.330977058639003,-6.58541800620366e-06
1.6,90,near_field,1,2,32676.0041436543,0.650151242938892
1.6,90,near_field,1,3,54272.3659939961,1.07985193211219
1.6,90,near_field,1,4,35.8861178126001,7.14022559109158e-05
1.6,90,near_field,1,5,0.0023058475226203,4.58792215311398e-09
1.6,90,near_field,1,6,0.0116656016503161,2.32109329501842e-08
1.6,90,far_field_global,0,1,9.32128220255803e-08,1.85464635857386e-12
1.6,90,far_field_global,0,2,-14222.7911950801,-0.282989478544837
1.6,90,far_field_global,0,3,0,0
1.6,90,far_field_global,0,4,0,0
1.6,90,far_field_global,0,5,0,0
1.6,90,far_field_global,0,6,2.81977475769433e-05,5.61047812169134e-11
1.7,0,near_field,1,1,14788.6044507576,0.294247409283026
1.7,0,near_field,1,2,0.160277130426033,3.18901831151226e-06
1.7,0,near_field,1,3,40523.3577148655,0.806289265681026
1.7,0,near_field,1,4,0.00112843355146856,2.24523314673317e-09
1.7,0,near_field,1,5,-27.3807264857673,-5.44791623817583e-05
1.7,0,near_field,1,6,-0.0031848543337906,-6.33687336612546e-09
